District,Jurisdiction,Route,Route Name,VA Struc No.,Fed Struc Id,Crossing,Type,Year Built,Year Recnst (State),Year Recnst (Fed),Deck Cond,Super Cond,Sub Cond,Culvert Cond,Suffic Rating,NBI,Func Obslt,Struc Defic,Last Inspected,Weight Posting Status,Single Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Combination Unit Vehicle - Posted Capacity (in tons),Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic,Road System,Health Index,Report Date
Bristol,Buchanan County,00618,Old Kent. Turnpike,6287,0003867,LEVISA RIVER,Culvert,1967,0,-1,N,N,N,6,99.8,Y,,,12/17/2013,-,,,,VDOT,21,60,383,Secondary,66.67,2/5/2014
Bristol,Buchanan County,00619,ROUTE 619,6313,0003868,BIG LICK,Bridge,1984,0,-1,6,6,7,N,94.6,Y,,,9/24/2012,-,,,,VDOT,26.9,35.8,1435,Secondary,84.33,2/5/2014
Bristol,Buchanan County,00620,FLETCHERS RDG. RD.,6033,0003869,GRISSON CREEK,Bridge,1973,1988,-1,7,7,6,N,85.8,Y,,,9/11/2013,-,,,,VDOT,44,25.9,432,Secondary,82.43,2/5/2014
Bristol,Buchanan County,00620,FLETCHER'S RDG RD.,6285,0003872,BRANCH GRISSOM CREEK,Culvert,1966,0,-1,N,N,N,6,96.9,N,,,9/9/2010,-,,,,VDOT,7.9,32,294,Secondary,66.67,2/5/2014
Bristol,Buchanan County,00624,GARDEN CREEK RD.,6037,0003873,LEVISA RIVER,Bridge,1974,0,-1,6,6,6,N,88.9,Y,,,6/3/2013,-,,,,VDOT,81,39,3643,Secondary,60.78,2/5/2014
Bristol,Buchanan County,00624,Garden Creek Road,6040,0003876,GARDEN CREEK,Culvert,1976,0,-1,N,N,N,6,94.2,Y,,,2/2/2012,-,,,,VDOT,44.9,40,1833,Secondary,66.67,2/5/2014
Bristol,Buchanan County,00624,Garden Creek Road,6042,0003878,GARDEN CREEK,Culvert,1976,0,-1,N,N,N,6,94.3,Y,,,2/2/2012,-,,,,VDOT,36.1,34,1808,Secondary,93.46,2/5/2014
Bristol,Buchanan County,00624,Garden Creek Road,6043,0003879,GARDEN CREEK,Culvert,1976,0,-1,N,N,N,6,94.3,Y,,,2/2/2012,-,,,,VDOT,47.9,37,1808,Secondary,83.44,2/5/2014
Bristol,Buchanan County,00624,ROUTE 0624,6262,0003880,GARDEN CREEK,Culvert,1967,0,-1,N,N,N,6,74.5,N,FO,,10/28/2010,-,,,,VDOT,17.1,36,3212,Secondary,83.93,2/5/2014
Bristol,Buchanan County,00624,ROUTE 0624,6293,0003881,FORK OF GARDEN CREEK,Culvert,1957,1984,-1,N,N,N,7,80.0,N,,,2/2/2012,-,,,,VDOT,17.1,56,1808,Secondary,88.69,2/5/2014
Bristol,Buchanan County,00627,DRY FORK RD,6047,0003883,BIG PATER CREEK,Bridge,1981,0,-1,6,6,6,N,82.6,Y,,,9/6/2012,-,,,,VDOT,34.1,24,637,Secondary,81.17,2/5/2014
Bristol,Buchanan County,00627,956,6255,0003884,DRY FORK,Bridge,1984,0,-1,7,7,6,N,85.7,Y,,,9/6/2012,-,,,,VDOT,24.9,25.9,637,Secondary,98.31,2/5/2014
Bristol,Buchanan County,00627,956,6295,0003886,DRY FORK,Bridge,1984,0,-1,7,7,6,N,81.1,Y,,,9/6/2012,-,,,,VDOT,33.1,24.9,637,Secondary,96.76,2/5/2014
Bristol,Buchanan County,00627,Youngs Branch Road,6317,0003887,DRY FORK,Bridge,1986,0,-1,6,6,7,N,94.4,Y,,,9/10/2012,-,,,,VDOT,26.9,30.2,291,Secondary,80.71,2/5/2014
Bristol,Buchanan County,00628,HORN MOUNTAIN RD,6165,0003888,DISMAL RIVER,Bridge,1949,2008,-1,7,8,6,N,89.9,Y,,,9/19/2012,-,,,,VDOT,99.1,24.3,202,Secondary,99.16,2/5/2014
Bristol,Buchanan County,00635,BROWN MOUNTAIN RD.,6264,0003893,HURRICANE CREEK,Culvert,1965,0,-1,N,N,N,6,96.6,Y,,,12/17/2013,-,,,,VDOT,39,39,574,Secondary,93.63,2/5/2014
Bristol,Buchanan County,00638,Dismal River Rd.,6062,0003896,LONG BRANCH,Bridge,1977,0,-1,7,7,7,N,79.5,Y,,,11/13/2013,-,,,,VDOT,22,26,918,Secondary,96.5,2/5/2014
Bristol,Buchanan County,00638,ROUTE 638,6171,0003897,MILL BRANCH,Bridge,1984,0,-1,6,6,6,N,85.8,Y,,,6/10/2013,-,,,,VDOT,22,25.9,472,Secondary,98.52,2/5/2014
Bristol,Buchanan County,00638,DISMAL RIVER RD.,6288,0003898,LYNN CAMP BRANCH,Bridge,1964,0,-1,7,7,7,N,77.5,Y,FO,,6/10/2013,-,,,,VDOT,22,24,1086,Secondary,98.38,2/5/2014
Bristol,Buchanan County,00638,ROUTE 638,6296,0003899,SPRUCE PINE CREEK,Culvert,1956,0,-1,N,N,N,7,95.9,Y,,,11/13/2012,-,,,,VDOT,20,24,677,Secondary,100,2/5/2014
Bristol,Buchanan County,00638,ROUTE 0638,6299,0003900,BRANCH,Culvert,1968,0,-1,N,N,N,6,96.6,N,,,12/14/2011,-,,,,VDOT,8.9,30,472,Secondary,66.67,2/5/2014
Bristol,Buchanan County,00638,ROUTE 638,6300,0003901,BRANCH,Culvert,1969,0,-1,N,N,N,7,96.6,N,,,11/13/2013,-,,,,VDOT,9,30,472,Secondary,100,2/5/2014
Bristol,Buchanan County,00638,Dismal River Road,6318,0003902,BIG BRANCH,Bridge,1986,0,-1,6,6,7,N,91.7,N,,,9/10/2012,-,,,,VDOT,22,32.2,1376,Secondary,84.8,2/5/2014
Bristol,Buchanan County,00640,HALE CREEK ROAD,6305,0003904,SLATE CREEK,Bridge,1983,0,-1,6,6,6,N,84.0,Y,,,8/21/2013,-,,,,VDOT,32.2,28.2,873,Secondary,78.88,2/5/2014
Bristol,Buchanan County,00641,PATTERSON RD.,6174,0003905,DAWSON BRANCH,Bridge,1982,0,-1,7,7,7,N,80.9,Y,,,7/3/2012,-,,,,VDOT,22,24,651,Secondary,98.62,2/5/2014
Bristol,Buchanan County,00642,ELKINS BRANCH RD.,6289,0003906,ELKINS CREEK,Bridge,1968,0,-1,7,7,7,N,60.0,N,,,7/16/2013,-,,,,VDOT,20,26,1716,Secondary,99.6,2/5/2014
Bristol,Buchanan County,00643,JULIUS HALL MEM RD,6067,0003907,BLACKEY FORK,Bridge,1980,0,-1,6,6,6,N,96.3,Y,,,7/3/2012,-,,,,VDOT,32.2,36.1,1745,Secondary,79.36,2/5/2014
Bristol,Buchanan County,00643,JULIUS HALL MEM RD,6069,0003909,BLACKEY FORK,Bridge,1976,0,-1,6,6,6,N,87.8,Y,,,7/3/2012,-,,,,VDOT,32.2,29.9,1745,Secondary,86.9,2/5/2014
Bristol,Buchanan County,00643,JULIUS HALL MEM RD,6076,0003915,PAW PAW RUN,Bridge,1982,1995,-1,6,6,6,N,79.5,Y,FO,,6/6/2012,-,,,,VDOT,27.9,27.9,2125,Secondary,85.35,2/5/2014
Bristol,Buchanan County,00644,HUNTS FORK RD.,6180,0003917,HUNTS FORK CREEK,Bridge,1982,0,-1,6,6,6,N,78.8,Y,,,4/26/2012,-,,,,VDOT,33.1,25.9,300,Secondary,97.69,2/5/2014
Bristol,Buchanan County,00645,PAW PAW RD.,6080,0003919,PAW PAW RUN,Bridge,1979,0,-1,6,6,6,N,78.6,Y,,,11/4/2013,-,,,,VDOT,32,26,1473,Secondary,98.61,2/5/2014
Bristol,Buchanan County,00645,PAW PAW RD.,6081,0003920,PAW PAW RUN,Bridge,1979,0,-1,6,6,7,N,80.9,Y,,,11/4/2013,-,,,,VDOT,32,28.8,1473,Secondary,99.71,2/5/2014
Bristol,Buchanan County,00645,PAW PAW RD.,6248,0003921,PAW PAW RUN,Culvert,1932,0,-1,N,N,N,7,98.4,N,,,11/14/2011,-,,,,VDOT,9,44,900,Secondary,100,2/5/2014
Bristol,Buchanan County,00645,OLD ROCKLICK RD.,6249,0003922,ROCKLICK CREEK,Culvert,1961,0,-1,N,N,N,6,96.3,Y,,,12/11/2013,-,,,,VDOT,28.9,43,900,Secondary,83.14,2/5/2014
Bristol,Buchanan County,00645,OLD ROCKLICK RD.,6250,0003923,ROCKLICK CREEK,Culvert,1961,0,-1,N,N,N,6,96.3,Y,,,12/11/2013,-,,,,VDOT,24,44,900,Secondary,66.67,2/5/2014
Bristol,Buchanan County,00645,OLD ROCKLICK RD.,6254,0003924,LEVISA RIVER,Bridge,1966,2001,-1,6,6,6,N,74.3,Y,FO,,12/16/2013,-,,,,VDOT,220.1,31.5,3830,Secondary,84.37,2/5/2014
Bristol,Buchanan County,00646,ROUTE 646,6083,0003925,GUESS FORK,Bridge,1982,0,-1,6,6,6,N,65.1,Y,,,7/10/2012,-,,,,VDOT,33.1,27.9,1237,Secondary,82.25,2/5/2014
Bristol,Buchanan County,00646,GUESSES FORK RD.,6084,0003926,GUESS FORK,Bridge,1955,2011,2011,8,8,7,N,78.4,N,,,10/29/2013,-,,,,VDOT,21,26,763,Secondary,99.06,2/5/2014
Bristol,Buchanan County,00646,GUESSES FORK RD.,6186,0003929,KERSHAW BRANCH,Culvert,1970,0,-1,N,N,N,7,80.5,N,,,11/17/2010,-,,,,VDOT,8.9,30,1237,Secondary,100,2/5/2014
Bristol,Buchanan County,00646,GUESSES FORK RD.,6301,0003930,SHEEP CREEK,Culvert,1969,0,-1,N,N,N,7,83.5,N,,,11/1/2011,-,,,,VDOT,8.9,30,1237,Secondary,100,2/5/2014
Bristol,Buchanan County,00649,MTN LAUREL RD,6321,0003932,LAUREL FORK,Culvert,1932,0,-1,N,N,N,6,84.7,N,,,6/6/2012,-,,,,VDOT,17.1,60,177,Secondary,66.45,2/5/2014
Bristol,Buchanan County,00649,MTN LAUREL RD,6322,0003933,LAUREL FORK,Culvert,1976,0,-1,N,N,N,6,84.7,N,,,6/6/2012,-,,,,VDOT,17.1,60,177,Secondary,94.67,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK ROAD,6091,0003934,LESTER'S FORK,Bridge,1982,0,-1,6,6,6,N,79.4,Y,,,8/7/2013,-,,,,VDOT,26.9,25.9,1229,Secondary,78.84,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK RD.,6092,0003935,LESTER'S FORK,Bridge,1987,0,-1,6,6,6,N,77.3,Y,FO,,9/23/2013,-,,,,VDOT,24,25.9,1229,Secondary,98.58,2/5/2014
Bristol,Buchanan County,00650,ROUTE 650,6131,0003938,LESTER'S FORK,Culvert,1932,0,-1,N,N,N,6,96.8,N,,,8/1/2013,-,,,,VDOT,19,37,1229,Secondary,66.87,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK ROAD,6199,0003940,LESTER'S FORK,Bridge,1987,0,-1,6,6,6,N,81.6,Y,,,8/7/2013,-,,,,VDOT,26.9,27.9,1229,Secondary,86.29,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK ROAD,6200,0003941,LESTER'S FORK,Bridge,1987,0,-1,6,6,6,N,81.9,Y,,,8/7/2013,-,,,,VDOT,26.9,27.9,1229,Secondary,86.47,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK RD.,6203,0003943,LESTER'S FORK,Bridge,1982,0,-1,6,6,6,N,78.8,Y,,,7/10/2012,-,,,,VDOT,26.9,25.9,1229,Secondary,97.33,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK ROAD,6204,0003944,HOME CREEK,Bridge,1980,0,-1,7,7,6,N,85.6,Y,,,8/7/2013,-,,,,VDOT,32.2,25.9,727,Secondary,99.63,2/5/2014
Bristol,Buchanan County,00650,HOME CREEK ROAD,6205,0003945,HOME CREEK,Bridge,1980,0,-1,6,6,6,N,90.5,N,,,6/26/2012,-,,,,VDOT,20,27.9,727,Secondary,83.62,2/5/2014
Bristol,Buchanan County,00650,HOME CREEK ROAD,6206,0003946,HOME CREEK,Bridge,1980,0,-1,6,6,6,N,79.7,N,,,6/26/2012,-,,,,VDOT,18,28.5,1004,Secondary,95.75,2/5/2014
Bristol,Buchanan County,00650,LESTER'S FORK RD.,6290,0003947,LESTER'S FORK,Bridge,1990,0,-1,7,7,6,N,80.3,Y,,,7/10/2012,-,,,,VDOT,32.2,28.5,1229,Secondary,99.54,2/5/2014
Bristol,Buchanan County,00651,OLDLESTERS FK RD,6099,0003948,LESTER'S FORK,Bridge,1982,0,-1,7,7,6,N,79.4,Y,,,7/10/2012,-,,,,VDOT,36.1,25.9,1326,Secondary,99.15,2/5/2014
Bristol,Buchanan County,00651,ROSEANN RD.,6212,0003950,LESTER'S FORK,Bridge,1984,1992,-1,6,6,6,N,79.0,N,,,7/10/2012,-,,,,VDOT,14.1,25.9,1326,Secondary,87.22,2/5/2014
Bristol,Buchanan County,00655,LYNN CAMP BRANCH RD,6319,0003952,LYNN CAMP BRANCH,Bridge,1986,0,-1,6,6,6,N,88.4,Y,,,9/5/2012,-,,,,VDOT,34.1,30.5,390,Secondary,84.17,2/5/2014
Bristol,Buchanan County,00656,LOONEYS CREEK RD,6102,0003953,LOONEY CREEK,Bridge,1979,0,-1,6,6,6,N,73.9,Y,,,9/10/2012,-,,,,VDOT,32.2,24,117,Secondary,77.13,2/5/2014
Bristol,Buchanan County,00656,LOONEY'S CREEK RD.,6104,0003954,OLD WOLFPEN BRANCH,Bridge,1982,0,-1,6,6,6,N,79.7,N,,,9/10/2012,-,,,,VDOT,20,24,117,Secondary,83.49,2/5/2014
Bristol,Buchanan County,00657,Boyd's Ridge Road,6256,0003956,BACK HURRICANE CREEK,Culvert,1962,0,-1,N,N,N,6,96.9,N,,,12/6/2011,-,,,,VDOT,12.1,39,480,Secondary,91.45,2/5/2014
Bristol,Buchanan County,00658,CRANESNEST ROAD,6106,0003958,RUSSELL PRATER CREEK,Bridge,1974,1990,-1,6,6,6,N,88.4,Y,,,11/28/2012,-,,,,VDOT,32.2,27.9,495,Secondary,79.56,2/5/2014
Bristol,Buchanan County,00666,Wilderness Road,6274,0003961,DISMAL CREEK,Bridge,1967,0,-1,6,6,6,N,85.1,Y,,,8/27/2012,-,,,,VDOT,105,29.9,188,Secondary,80.66,2/5/2014
Bristol,Buchanan County,00670,ABNERS FORK RD,6323,0003964,ABNERS FORK,Bridge,1985,0,-1,6,6,6,N,89.8,Y,,,6/27/2013,-,,,,VDOT,27.9,27.9,126,Secondary,85.03,2/5/2014
Bristol,Buchanan County,00672,ROUTE 672,6128,0003965,RUSSELL FORK,Bridge,1987,0,-1,7,7,6,N,86.9,Y,,,5/22/2013,-,,,,VDOT,41,26,290,Secondary,99.82,2/5/2014
Bristol,Buchanan County,00674,UPPER MILL BR RD.,6224,0003966,MILL BRANCH,Bridge,1987,0,-1,7,7,7,N,81.8,N,,,7/10/2013,-,,,,VDOT,20,27.2,311,Secondary,99.82,2/5/2014
Bristol,Buchanan County,00680,CONTRARY CREEK RD.,6004,0003967,CONTRARY CREEK,Bridge,1985,0,-1,6,6,6,N,76.5,Y,FO,,8/27/2012,-,,,,VDOT,62,33.1,5094,Secondary,96.53,2/5/2014
Bristol,Buchanan County,00680,CONTRARY CREEK RD.,6257,0003968,DISMAL RIVER,Bridge,1961,2009,-1,7,7,6,N,75.5,Y,FO,,6/10/2013,-,,,,VDOT,101,28.9,3037,Secondary,96.73,2/5/2014
Bristol,Buchanan County,00682,SPLITLOG ROAD,6115,0003969,GARDEN CREEK,Bridge,1988,0,-1,7,7,7,N,78.7,Y,FO,,8/27/2012,-,,,,VDOT,36.1,27.9,255,Secondary,83.93,2/5/2014
Bristol,Buchanan County,00683,BREEDEN BR RD.,6116,0003970,GARDEN CREEK,Bridge,1932,1987,-1,6,7,6,N,88.0,Y,,,6/17/2013,-,,,,VDOT,43,27.6,159,Secondary,91.52,2/5/2014
Bristol,Buchanan County,00684,WEBB BRANCH RD.,6117,0003971,LEVISA RIVER,Bridge,1981,0,-1,6,7,7,N,70.1,Y,,,6/3/2013,-,,,,VDOT,123,29.9,896,Secondary,88.2,2/5/2014
Bristol,Buchanan County,00691,ROUTE 691,6232,0003972,ROCK LICK,Bridge,1977,0,-1,6,6,6,N,85.8,Y,,,8/1/2013,-,,,,VDOT,22,28.2,405,Secondary,85.17,2/5/2014
Bristol,Buchanan County,00695,CRIPPLE CREEK ROAD,6316,0003974,LITTLE PRATER CREEK,Bridge,1985,0,-1,7,7,7,N,76.3,Y,,,10/9/2013,-,,,,VDOT,22,21.7,152,Secondary,95.03,2/5/2014
Bristol,Buchanan County,00697,CEDAR BRANCH RD,6238,0003976,KNOX CREEK,Bridge,1990,0,-1,6,8,7,N,83.1,Y,,,6/27/2013,-,,,,VDOT,183.1,29.9,727,Secondary,98.76,2/5/2014
Bristol,Buchanan County,00697,CEDAR BRANCH RD,6240,0003978,KNOX CREEK,Bridge,1990,0,-1,6,7,6,N,80.8,Y,,,6/27/2013,-,,,,VDOT,103,29.9,727,Secondary,87.01,2/5/2014
Bristol,Buchanan County,00699,SHOOTING STAR RD.,6247,0003981,ROCKLICK CREEK,Bridge,1932,2008,-1,7,7,7,N,95.5,N,,,4/26/2012,-,,,,VDOT,22,25.9,195,Secondary,98.6,2/5/2014
Bristol,Buchanan County,00706,RUSTIC RD,6241,0003984,KNOX CREEK,Bridge,1984,0,-1,6,6,7,N,91.6,Y,,,6/6/2012,-,,,,VDOT,26.9,27.9,41,Secondary,84.48,2/5/2014
Bristol,Buchanan County,00711,ROUTE 711,6253,0003986,UPPER ELK CREEK,Bridge,1984,0,-1,6,6,7,N,71.4,Y,,,9/19/2012,-,,,,VDOT,34.1,26.2,306,Secondary,83.67,2/5/2014
Bristol,Buchanan County,00711,ROUTE 711,6302,0003987,UPPER ELK CREEK,Bridge,1984,0,-1,6,6,7,N,74.4,Y,,,9/19/2012,-,,,,VDOT,33.1,26.2,306,Secondary,83.69,2/5/2014
Bristol,Buchanan County,00717,HOBBS BRANCH ROAD,6258,0003991,SLATE CREEK,Bridge,1967,0,-1,6,6,6,N,89.4,Y,,,7/10/2013,-,,,,VDOT,75.1,32.2,827,Secondary,81.56,2/5/2014
Bristol,Buchanan County,00721,Chapman Road,6304,0003992,BRANCH,Culvert,1970,0,-1,N,N,N,7,91.6,N,,,11/7/2011,-,,,,VDOT,6,52,42,Secondary,100,2/5/2014
Bristol,Buchanan County,00728,HOBBS BRANCH RD.,6008,0003994,STREAM,Bridge,1989,0,-1,7,7,6,N,81.2,N,,,9/17/2012,-,,,,VDOT,22,28,323,Secondary,99.05,2/5/2014
Bristol,Buchanan County,00729,STEAMBOAT RD.,6306,0003995,LAUREL BRANCH,Culvert,1975,0,-1,N,N,N,7,90.9,N,,,12/6/2011,-,,,,VDOT,9.8,48,118,Secondary,100,2/5/2014
Bristol,Buchanan County,00732,SYCAMORE ROAD,6006,0003996,LEVISA RIVER,Bridge,1984,0,-1,6,6,6,N,73.0,Y,,,6/3/2013,-,,,,VDOT,120.1,25.9,196,Secondary,83.62,2/5/2014
Bristol,Buchanan County,01002,ROUTE 1002,6122,0003997,SLATE CREEK,Bridge,1982,0,-1,6,6,6,N,97.0,Y,,,6/26/2012,-,,,,VDOT,64,25.9,53,Secondary,82.76,2/5/2014
Bristol,Buchanan County,T1003,ROUTE T-1003,6123,0003998,SLATE CREEK @  GRUNDY,Bridge,1987,0,-1,7,7,7,N,92.4,Y,,,7/10/2013,-,,,,VDOT,64,27.9,653,Secondary,99.73,2/5/2014
Bristol,Buchanan County,01004,Route T-1004,6095,0004000,STREAM,Bridge,1979,0,-1,6,6,6,N,70.8,N,,,11/20/2013,-,,,,VDOT,22,23,274,Secondary,90.12,2/5/2014
Bristol,Buchanan County,01005,Poe Town Road,6244,0004001,COMBS CREEK,Bridge,1972,0,2013,9,9,8,N,77.9,N,FO,,2/19/2013,-,,,,VDOT,16,24,586,Secondary,100,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1001,0005780,BIG BRANCH     @ FREMONT,Bridge,1950,0,2010,7,7,7,N,79.7,Y,FO,,6/4/2012,-,,,,VDOT,34.5,34.5,2738,Primary,100,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1002,0005781,CROOKED BRANCH @ STRATON,Bridge,1950,0,-1,6,6,6,N,70.9,Y,FO,,1/9/2014,-,,,,VDOT,23,25.9,1832,Primary,96.63,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1003,0005782,BRANCH,Bridge,1950,0,2011,7,7,7,N,80.5,Y,,,5/1/2013,-,,,,VDOT,34,28.9,1832,Primary,100,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1009,0005785,TRAMMEL CREEK  @ TRAMMEL,Culvert,1956,0,-1,N,N,N,6,78.8,Y,,,5/21/2013,-,,,,VDOT,28.9,68,1419,Primary,98.27,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1010,0005786,MILL BRANCH,Culvert,1978,0,-1,N,N,N,6,100.0,Y,,,1/13/2014,-,,,,VDOT,21,76,3549,Primary,99.57,2/5/2014
Bristol,Dickenson County,00063,BIG RIDGE ROAD,1035,0005789,MCCLURE RIVER @ CLINCHEO,Bridge,1952,1997,-1,7,7,6,N,89.7,Y,,,5/21/2013,-,,,,VDOT,94.2,32.2,988,Primary,99.66,2/5/2014
Bristol,Dickenson County,00063,DANTE MTN. ROAD,1038,0005790,BUFFALO CREEK @NORA,Bridge,1953,0,2011,7,7,8,N,34.7,Y,,,5/1/2013,-,,,,VDOT,44,28.9,1832,Primary,100,2/5/2014
Bristol,Dickenson County,00063,DANTE MOUNTAIN RD.,1039,0005791,ROARING FORK   @ TRAMMEL,Bridge,1953,0,2012,7,7,7,N,76.0,Y,,,6/25/2012,-,,,,VDOT,86,30,1419,Primary,98.39,2/5/2014
Bristol,Dickenson County,00083,ROUTE 63 & (83),1045,0005794,BRANCH,Culvert,1976,0,-1,N,N,N,6,100.0,N,,,6/4/2012,-,,,,VDOT,15.1,88,3913,Primary,97.21,2/5/2014
Bristol,Dickenson County,00072,COEBURN ROAD,1005,0005796,LICK CREEK,Bridge,1928,1989,-1,6,6,6,N,65.1,Y,FO,,5/15/2013,-,,,,VDOT,47.9,26.2,1869,Primary,87.83,2/5/2014
Bristol,Dickenson County,00072,COEBURN ROAD,1006,0005797,CRANES NEST RIVER,Bridge,1933,1991,-1,6,7,6,N,82.9,Y,,,1/13/2014,-,,,,VDOT,104,26.9,1869,Primary,95.3,2/5/2014
Bristol,Dickenson County,00072,COEBURN RD.,1020,0005800,CRABTREE BRANCH,Bridge,1924,2006,-1,7,7,6,N,87.6,N,,,11/29/2012,-,,,,VDOT,18,30.5,1529,Primary,98.15,2/5/2014
Bristol,Dickenson County,00072,COEBURN ROAD,1021,0005801,POWERS BRANCH,Bridge,1924,0,2001,7,7,6,N,99.6,N,,,11/29/2012,-,,,,VDOT,12.1,41.7,1529,Primary,98.82,2/5/2014
Bristol,Dickenson County,00072,COEBURN RD.,1906,0005804,CRANES NEST RIVER,Bridge,1933,1991,-1,6,8,7,N,89.2,Y,,,5/9/2012,-,,,,VDOT,104,29.9,1203,Primary,93.48,2/5/2014
Bristol,Dickenson County,00080,SANDLICK ROAD,1029,0005805,BRANCH,Bridge,1920,1985,-1,8,8,6,N,78.1,N,,,6/4/2013,-,,,,VDOT,12.1,31.8,1665,Primary,96.01,2/5/2014
Bristol,Dickenson County,00080,SANDLICK ROAD,1032,0005806,BEE BRANCH     @ BEE,Culvert,1948,0,-1,N,N,N,6,100.0,N,,,5/7/2012,-,,,,VDOT,12.1,121,1231,Primary,66.67,2/5/2014
Bristol,Dickenson County,00080,BREAKS PARK ROAD,1056,0005810,BARTLICK CREEK,Culvert,1963,0,-1,N,N,N,6,78.1,Y,,,9/11/2013,-,,,,VDOT,59.1,80,1250,Primary,92.03,2/5/2014
Bristol,Dickenson County,00080,SANDLICK ROAD,1065,0005811,TILDA ANDERSON BRANCH,Bridge,1978,0,-1,6,6,6,N,77.7,N,,,11/14/2013,-,,,,VDOT,20,40,1665,Primary,84.97,2/5/2014
Bristol,Dickenson County,00080,HELEN HENDERSON Hw,1956,0005812,RUSSELL FORK RIVER,Bridge,1961,1988,-1,7,6,7,N,59.8,Y,,,11/20/2012,-,,,,VDOT,205.1,33.1,1981,Primary,100,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HWY,1016,0005814,GEORGES FORK CREEK,Culvert,1973,0,-1,N,N,N,6,99.0,Y,,,3/6/2012,-,,,,VDOT,29,72,6236,Primary,96.16,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HIGHWAY,1034,0005815,WOLF RUN CREEK,Culvert,1973,0,-1,N,N,N,6,97.0,N,,,2/1/2011,-,,,,VDOT,15.1,44,2269,Primary,92.51,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HIGHWAY,1037,0005817,DEE BRANCH,Culvert,1973,0,-1,N,N,N,6,86.0,N,,,2/7/2013,-,,,,VDOT,13.1,42,2269,Primary,100,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HIGHWAY,1055,0005819,LAUREL BRANCH,Culvert,1973,0,-1,N,N,N,6,100.0,N,,,12/1/2011,-,,,,VDOT,18,144,6236,Primary,94.5,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HIGHWAY,1063,0005824,GEORGE'S FORK CREEK,Culvert,1973,0,-1,N,N,N,6,100.0,N,,,12/1/2011,-,,,,VDOT,19,118,6236,Primary,92.93,2/5/2014
Bristol,Dickenson County,00083,DICKENSON HIGHWAY,1064,0005825,GEORGE'S FORK CREEK,Culvert,1973,0,-1,N,N,N,6,100.0,N,,,12/1/2011,-,,,,VDOT,19,74,6236,Primary,94.83,2/5/2014
Bristol,Dickenson County,00600,FRYING PAN ROAD,6131,0005827,FRYING PAN CREEK,Bridge,1932,1973,2010,8,8,6,N,77.5,Y,FO,,11/20/2012,-,,,,VDOT,51.8,20,472,Secondary,99.1,2/5/2014
Bristol,Dickenson County,00601,INDIAN CREEK ROAD,6906,0005831,INDIAN CREEK,Bridge,1979,0,-1,6,6,7,N,92.4,Y,,,1/13/2014,-,,,,VDOT,32,27,156,Secondary,81.81,2/5/2014
Bristol,Dickenson County,00604,AILY ROAD,6106,0005833,LICK CREEK,Culvert,1998,0,-1,N,N,N,6,95.8,Y,,,6/25/2012,-,,,,VDOT,26.9,60,149,Secondary,100,2/5/2014
Bristol,Dickenson County,00611,BARTLICK ROAD,6140,0005841,BARTLICK CREEK,Culvert,1968,0,-1,N,N,N,6,89.1,Y,,,9/11/2013,-,,,,VDOT,35.1,53,316,Secondary,68.23,2/5/2014
Bristol,Dickenson County,00620,BEARPEN RD.,6073,0005847,BEARPEN BRANCH,Bridge,1982,0,-1,7,7,6,N,80.0,Y,,,1/13/2014,-,,,,VDOT,36,22,287,Secondary,99.25,2/5/2014
Bristol,Dickenson County,00621,LOWER GEORGES FORK,6079,0005848,ESTEEP BRANCH,Culvert,1973,0,-1,N,N,N,6,99.0,Y,,,1/3/2013,-,,,,VDOT,22,44,206,Secondary,83.97,2/5/2014
Bristol,Dickenson County,00621,LOWER GEORGES FORK,6081,0005849,GEORGE'S FORK RIVER,Bridge,1988,0,-1,7,7,7,N,86.4,Y,FO,,4/3/2013,-,,,,VDOT,32.2,26.2,243,Secondary,98.96,2/5/2014
Bristol,Dickenson County,00624,ROUTE 0624,6077,0005851,POUND RIVER,Bridge,1970,0,-1,6,6,7,N,87.0,Y,,,5/21/2012,-,,,,VDOT,141.1,29.9,268,Secondary,63.41,2/5/2014
